len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
37,2,0,0,1,0,36,3,0,0,23,11.33333333,0,0,0,0,0,0,0,0,0,0,192,11,46,94043,http://thisisourcitymanchester.blogspot.com/,0
19,2,0,1,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,165,3,298,-1,http://www.city-forum.com/,0
66,5,0,0,38,2,17,3,2,0,9,5,32,17.5,0,11,3,0,0,0,0,0,35,1,60,-1,http://www.karejones.com/Doc/3cce4b83eaabd467e9d21748495037c2/verifica...,1
17,2,0,1,1,0,16,3,0,0,9,4.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.cicr-icrc.ca/,0
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,220,20,510,-1,http://www.hailcotton.com/,0
48,7,0,1,13,2,24,3,2,0,17,7.333333333,7,5,0,11,4,0,0,0,0,0,-1,-1,-1,77694,http://www.zumba-herbolzheim.de/ncr/cb.nren/ncsd.php...,1
65,5,0,0,26,4,27,2,4,0,23,13,6,5.25,0,12,4,0,0,0,0,0,33,3,267,526,http://elliotlakeentertainment.com/images/images/fffdgg/Aol/index.htm...,1
66,4,0,0,1,0,13,2,0,0,10,6,0,0,0,52,3,0,0,0,0,0,9,3,-1,-1,http://swimrecord.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20c...,1
24,2,0,0,9,1,15,3,1,0,7,4.333333333,7,7,0,0,0,0,0,0,0,0,59,2,1804,69198,http://www.optivec.com/cmfuncs/,0
45,4,0,0,19,4,23,2,4,0,19,11,6,3.5,0,3,3,0,0,0,0,0,72,60,1005,-1,http://quilterconstruction.com/readme/doc/3/tech/...,1
43,6,0,1,1,0,18,3,0,0,12,5.333333333,0,0,0,24,4,1,0,0,0,0,-1,-1,-1,-1,http://setings-apps.at.ua/welcome-settings.html...,1
66,5,0,0,28,3,27,3,3,0,19,8.333333333,11,8,0,11,3,0,0,0,0,0,109,11,33,-1,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/7b39b46d...,1
66,4,0,0,23,3,10,2,3,0,6,4.5,11,6.333333333,0,33,3,0,0,0,0,0,25,11,12,-1,http://onaliv.org/wp-includes/pomo/data/9a2cd6590bd1f4643531bffb051bb9...,1
12,2,0,0,1,0,11,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,246,6,175,48265,http://www.gmc.com/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,193,11,775,51200,http://www.sosenflorist.com/,0
64,5,0,0,41,4,20,3,4,0,13,6,10,9,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://alfagardening.com.au/wp-content/upgrade/e-payment/usaa-files/...,1
66,6,0,1,32,2,28,4,2,0,18,6.25,21,14.5,0,6,3,0,0,0,0,0,36,12,9,-1,http://www.fuzzyduck-creative.co.uk/beautifulyoubeautique/wp-admin/net...,1
63,5,0,0,13,2,15,3,2,0,9,4.333333333,6,5,0,35,3,0,0,0,0,0,-1,-1,-1,-1,http://nichuizen.co.za/errors/sess/f57a773bcbe052bf332eb8ac94c899ee...,1
29,2,0,0,10,1,19,3,1,0,11,5.666666667,8,8,0,0,0,0,0,0,0,0,4,7,136,-1,http://www.mrtimephoto.com/document/,1
34,3,0,0,12,2,13,3,2,0,6,3.666666667,5,4.5,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://www.rochfe.cl/afgan/dpbx/index.php,1
66,5,1,0,6,1,11,2,1,0,7,5,4,4,0,9,1,0,40,2,19,1,2,10,61,-1,http://safetem.com/fcid/login.php?cmd=login_submit&id=8134cd1a48be9414...,1
35,2,0,0,15,1,12,3,1,0,4,3.333333333,13,13,0,8,0,0,0,0,0,0,254,3,267,20166,http://kids.aol.com/homework-help/textbook,0
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,288,84,467,-1,http://www.polaris.com/,0
27,4,0,0,1,0,26,5,0,0,8,4.4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://ercoftac.mech.surrey.ac.uk/,0
66,5,0,2,9,1,37,3,1,0,26,11.66666667,7,7,0,20,3,0,0,0,0,0,19,5,576,98083,http://service-paypal-information.sweddy.com/SERVICE/bgh3weso4uifn36as...,1
66,5,0,0,11,2,25,3,2,0,11,7.666666667,4,4,0,30,3,0,0,0,0,0,30,6,383,39,http://www.bookkeepers.directory/mama/mama/ff9263d6f838448a1112c858df2...,1
43,5,1,0,1,0,39,3,0,0,24,12.33333333,0,0,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://facebooookaccountsuspend.lintasmedia.me/...,1
66,8,0,0,47,2,15,2,2,0,12,7,40,22,0,4,3,0,0,0,0,0,-1,-2,-1,416012,http://rdjagtapgold.in/https.www.usaa.com.logln5415445151518484/usaa/i...,1
15,3,0,0,1,0,14,4,0,0,4,2.75,0,0,0,0,0,0,0,0,0,0,-1,20,102,-1,http://www.mcfc.co.uk/,0
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,208,20,744,-1,http://www.b4utv.com/,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,197,19,159,-1,http://www.sciproof.com/,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,145,11,41,75238,http://www.wrcoffee.com/,0
64,5,0,0,42,2,19,3,2,0,11,5.666666667,32,19.5,0,3,3,0,0,0,0,0,7,5,55,-1,http://web.kiaanevents.com/pagedoc/d6a1abf900c4c4aa8137cd86fd58b81b/...,1
66,5,1,1,19,3,24,3,3,0,17,7.333333333,7,5,0,23,3,0,0,0,0,0,-1,-1,-1,-1,http://www.lecznica-nowysacz.pl/verify/id/welcome/bf294a4f53d58d8bbb51...,1
65,4,0,0,35,3,21,3,3,0,13,6.333333333,21,10.33333333,0,9,0,0,0,0,0,0,109,11,398,18,http://www.premierleague.com/en-gb/clubs/profile.overview.html/liverpool,0
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,252,0,363,48326,http://www.jeep.com/,0
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,212,4,259,-1,http://www.resumewizards.com/,0
66,5,1,1,19,3,24,3,3,0,17,7.333333333,7,5,0,23,3,0,0,0,0,0,71,1,2735,-1,http://www.lecznica-nowysacz.pl/verify/id/welcome/bf294a4f53d58d8bbb51...,1
60,3,0,0,40,5,16,4,5,0,5,3.25,13,6.8,0,4,0,0,0,0,0,0,-1,7,-1,110002,http://www.delhi.gov.in/wps/wcm/connect/DoIT_Planning/planning/home,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,168,12,6,94404,http://www.databasejournal.com/,0
66,5,0,0,1,0,17,3,0,0,10,5,0,0,0,48,3,0,0,0,0,0,43,5,-1,-1,http://www.stroyinbel.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn...,1
66,5,0,0,41,2,21,3,2,0,13,6.333333333,32,19,0,4,3,0,0,0,0,0,3,9,56,-1,http://www.salintoshourt.com/wp-boa/e31003deee84a1be835564c8b865ae41/c...,1
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,122,10,66,33071,http://www.realbreadpudding.com/,0
43,5,1,0,13,2,18,2,2,0,14,8.5,8,5,0,12,4,0,0,0,0,0,33,3,262,-1,http://theplantgrower.com/download/22/Login.htm...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,247,89,671,-1,https://www.corkysbbq.com/,0
15,2,0,0,5,1,10,3,1,0,3,2.666666667,3,3,0,0,0,0,0,0,0,0,-1,-1,-1,79104,http://www.jjj.de/fxt/,0
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,164,4,665,-1,http://www.manpowerfromindia.com/,0
66,5,0,0,19,2,26,3,2,0,18,8,9,8,0,21,3,0,0,0,0,0,26,10,454,-1,http://www.indianfriedchicken.net/managment/pagedoc/9c81f21d74add724d3...,1
44,7,0,0,7,1,14,4,1,1,3,2.75,5,5,0,23,4,0,0,0,0,0,-1,-1,-1,-1,http://192.185.72.166/~rich/tradekeyhomepage.htm...,1
26,2,0,0,10,1,16,3,1,0,8,4.666666667,8,8,0,0,0,0,0,0,0,0,230,10,80,-1,http://www.servenet.com/shoptalk/,0
38,3,0,0,5,1,24,3,1,0,17,7.333333333,3,3,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://futurebookkeeping.com.au/aol/index.htm,1
20,2,0,0,9,1,11,3,1,0,3,3,7,7,0,0,0,0,0,0,0,0,245,115,154,-1,http://www.inc.com/inc5000/,0
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,134,46,2791,-1,http://www.starharvestcn.com/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,198,6,195,-1,http://www.ogjexchange.com/,0
47,4,0,0,6,1,21,2,1,0,18,10,4,4,0,20,3,0,0,0,0,0,-1,-1,-1,-1,http://palliativemanitoba.ca/1794/DE*[csknLDM:SW%20...,1
14,2,0,0,1,0,13,3,0,0,6,3.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.seshat.ch/,0
14,1,0,1,1,0,13,2,0,0,9,6,0,0,0,0,0,0,0,0,0,0,2,10,68,540000,http://hot-clips.top/,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,189,63,18,-1,http://www.perlier.com/,0
66,5,0,0,39,5,23,3,5,0,17,7,11,6.6,0,4,3,0,0,0,0,0,39,9,895,-1,http://ringtonsfranchise.co.uk/wp-includes/SimplePie//Parse/standard/i...,1
61,5,0,1,10,1,17,2,1,0,13,8,8,8,0,9,1,0,25,2,0,0,105,27,307,432,http://golden-corner.com/bookmark/index.php?n\x1774256418&amp;amp...,1
28,2,0,0,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,206,46,487,-1,http://www.thefragrancefactory.com/,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,256,8,2278,-1,http://www.stashtea.com/,0
54,5,1,0,20,1,26,3,1,0,20,8,18,18,0,8,3,0,0,0,0,0,-1,-1,-1,-1,http://loginnowhere858askfm.co.vu/FDtUFS5JgDJHGD3dFd/gmail...,1
37,1,0,0,15,3,22,2,3,0,18,10.5,6,3.666666667,0,0,0,0,0,0,0,0,3,9,86,-1,http://bafpalvarietystore.com/upjbde/sis/fo/,1
60,4,0,0,36,4,21,2,4,0,18,10,15,7.75,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://tuinhoutharderwijk.nl/htts/postal/postal/labanquepostale/...,1
33,2,0,0,8,2,19,3,2,0,12,5.666666667,3,2.5,0,6,0,0,0,0,0,0,-1,-1,-1,-1,http://stampamoveis.com.br/js/lib/dropbx,1
24,2,0,0,1,0,23,3,0,0,13,7,0,0,0,0,0,0,0,0,0,0,-1,7,-1,91521,http://disneychannel.disney.in/,0
45,5,0,0,15,2,27,3,2,0,21,8.333333333,7,6,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://blackdiamondsemporium.co.za/gallery/Zone1/...,1
53,5,0,0,1,0,49,3,0,0,43,15.66666667,0,0,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://etlsalat009938837737727666e656e4545we7788e7.me.ht/...,1
66,5,0,0,51,3,12,3,3,0,5,3.333333333,32,15.66666667,0,3,3,0,0,0,0,0,124,8,-1,-1,http://www.wings.sg/wp-admin/Summary/e4ab3f69c99ad841a5b0e6d0b016ff9d/...,1
31,2,0,0,1,0,30,3,0,0,22,9.333333333,0,0,0,0,0,0,0,0,0,0,118,2,299,-1,http://www.surgerycosmeticplastic.com/,0
25,3,0,0,1,0,15,3,0,0,8,4.333333333,0,0,1,9,1,0,0,0,0,0,-1,-1,-1,-1,http://www.dropbox0.tk/index.cgi,1
40,3,0,0,1,0,21,3,0,0,14,6.333333333,0,0,0,18,1,0,0,0,0,0,-1,-1,-1,76135,http://www.softwareburner.de/softwareburner.htm,0
24,1,0,0,13,1,8,2,1,0,5,3.5,11,11,0,3,0,0,0,0,0,0,-1,-1,-1,-1,http://jafra.ae/wp-includes/new,1
66,5,0,0,32,3,29,3,3,0,21,9,15,9.333333333,0,5,3,0,0,0,0,0,14,10,56,-1,http://www.delosandescooperativa.com/components/com_ecommercewd/css/da...,1
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,229,23,212,18,http://www.lcfc.com/,0
66,6,1,0,40,5,17,3,5,0,11,5,8,6.8,0,9,4,0,0,0,0,0,54,18,210,-1,http://askmeonline.co.uk/auth/redirect/redirect/security/update/index....,1
31,2,0,1,1,0,30,3,0,0,19,9.333333333,0,0,0,0,0,0,0,0,0,0,263,1,269,-1,http://octonions-sedenions.tripod.com/,0
60,4,0,0,17,1,24,4,1,0,14,5.25,15,15,0,19,1,1,0,0,0,0,122,22,688,-1,http://www.historicalkits.co.uk/Manchester_City/Manchester_City.htm,0
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,227,33,74,-1,http://www.dinkels.com/,0
25,2,0,0,9,1,16,3,1,0,8,4.666666667,7,7,0,0,0,0,0,0,0,0,3,9,3,0,http://www.fasonery.net/machine/,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,106,2,394,-1,http://www.aptclasses.com/,0
45,7,1,0,13,2,19,4,2,0,8,4,6,5,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://www.goldplay.com.au/update/home/login.html...,1
49,6,1,0,6,1,29,3,1,0,22,9,4,4,0,14,4,0,0,0,0,0,-1,-1,-1,-1,http://silveirapiresadvogados.com.br/test/confirm.php...,1
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,234,6,1343,-1,http://www.heritagecoffee.com/,0
38,3,0,0,22,3,16,4,3,0,4,3.25,7,6,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.eli.sdsu.edu/courses/fall95/cs660/,0
55,4,0,0,36,4,16,2,4,0,12,7.5,11,7.75,0,3,3,0,0,0,0,0,76,8,115,-1,http://dileeponline.com/plugins/content/linkbuilder/outnew/...,1
66,5,0,0,9,1,27,3,1,0,20,8.333333333,7,7,0,30,3,0,0,0,0,0,70,2,313,-1,http://gz.airplanepilotlessons.com/SUCCESS/827ae2814503c1496114ca164bb...,1
66,7,1,0,7,2,20,4,2,0,8,4.25,2,2,0,9,1,0,30,2,12,2,-1,-1,-1,-1,http://mail.bertovic.com.au/id/uk/index.php?itunes=_connect-run&secure...,1
30,2,0,0,11,1,19,3,1,0,11,5.666666667,9,9,0,0,0,0,0,0,0,0,205,11,431,-1,http://www.noodletools.com/noodlebib/,0
66,5,1,1,19,3,24,3,3,0,17,7.333333333,7,5,0,23,3,0,0,0,0,0,71,1,2735,-1,http://www.lecznica-nowysacz.pl/verify/id/welcome/84a700ec216f791361cb...,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,169,11,50,95828,http://www.fatcatscones.com/,0
27,1,0,0,6,1,21,2,1,0,17,10,4,4,0,0,0,0,0,0,0,0,79,5,207,-1,http://uniformespromotex.com/mere/,1
51,7,0,0,21,3,27,5,3,0,9,4.6,8,5.666666667,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.jurnalmts.unsyiah.ac.id/wp-admin/images/css/...,1
18,2,0,0,1,0,17,3,0,0,11,5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://newfile2016.96.lt/,1
53,5,0,0,7,1,11,2,1,0,7,5,5,5,0,35,4,0,0,0,0,0,4,8,70,-1,http://icctips.com/small/vr1Up000wejhuweUSDYAH00MAIL.html...,1
27,2,0,0,1,0,26,3,0,0,12,8,0,0,0,0,0,0,0,0,0,0,197,43,515,94110,http://zackariasson.wordpress.com/,0
25,2,0,1,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.political-theory.org/,0
66,4,0,0,1,0,12,2,0,0,9,5.5,0,0,0,53,3,0,0,0,0,0,9,2,-1,-1,http://tfonbaron.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20ci...,1
44,3,0,0,16,1,18,3,1,0,7,5.333333333,14,14,0,10,1,0,0,0,0,0,262,1,269,-1,http://members.tripod.com/FootlightNotes/index.html,0
66,4,0,0,48,2,13,2,2,0,9,6,32,22.5,0,5,3,0,0,0,0,0,120,96,404,-1,http://texstarpt.com/capitalone360/1828f3018f587120ac5361a9c61e67e5/in...,1
35,4,0,0,13,2,15,4,2,0,4,3,6,5,0,7,1,0,0,0,0,0,-1,-1,-1,-1,http://www.cecm.sfu.ca/~mjm/Lehmer/lc.html,0
59,5,0,0,24,2,32,3,2,0,14,10,13,10.5,0,3,3,0,0,0,0,0,137,19,193,-1,https://mktmultialerta.websiteseguro.com/clienteseguro/cadastro/...,1
66,5,1,1,1,0,30,3,0,0,13,9.333333333,0,0,0,35,3,0,0,0,0,0,73,23,5,0,http://update-info.inkluzijakurs.info/b3595f6deb30663cb3311ca5bbd6830d...,1
19,2,0,0,1,0,18,3,0,0,8,5.333333333,0,0,0,0,0,0,0,0,0,0,259,77,353,94089,http://broadway.yahoo.com/,0
21,1,1,0,8,1,13,2,1,0,9,6,6,6,0,0,0,0,0,0,0,0,3,9,20,-1,http://azarmalik.net/update/,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,207,117,86,-1,http://www.luentai.com/,0
38,3,1,0,8,1,21,3,1,0,13,6.333333333,6,6,0,9,1,0,0,0,0,0,114,6,223,-1,http://www.avestaexports.com/verify/hmall.php,1
21,2,0,0,1,0,20,3,0,0,13,6,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.ticketsonline.cz/,0
34,2,0,0,15,1,19,3,1,0,7,5.666666667,13,13,0,0,0,0,0,0,0,0,115,77,68,84097,http://sctry21.5gbfree.com/supportcenter/,1
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,257,43,629,-1,http://www.waterloorecords.com/,0
21,2,0,1,1,0,20,3,0,0,9,6,0,0,0,0,0,0,0,0,0,0,262,1,269,-1,http://crc-congo.tripod.com/,0
45,4,0,0,19,3,16,4,3,0,4,3.25,8,5,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://www.grc.nasa.gov/WWW/K-12/airplane/nseqs.html,0
27,3,0,0,1,0,26,4,0,0,16,5.75,0,0,0,0,0,0,0,0,0,0,184,8,485,-1,http://www.bobbymooreonline.co.uk/,0
66,5,0,0,23,4,23,3,4,0,15,7,7,4.5,0,20,3,0,0,0,0,0,37,11,16,-1,http://www.easvarahospital.com/app/webroot/files/dhl/ecc06aeacdcc42022...,1
66,7,0,0,1,0,19,3,0,0,9,5.666666667,0,0,0,46,5,1,0,0,0,0,3,9,79,70645,http://www.facebooks.cloud/PayPlls.CEanada.tNZnZZlR3ZdyZZ-5RkZZDRTZZBy...,1
17,2,0,0,1,0,16,3,0,0,9,4.666666667,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://waterinfo.nic.in/,0
36,3,0,0,11,1,14,3,1,0,6,4,9,9,0,11,1,0,0,0,0,0,-1,-1,-1,-1,http://www.oswego.edu/~economic/workpap.htm,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,220,20,163,-1,http://www.whitecoffee.com/,0
35,4,0,0,6,1,22,4,1,0,11,4.75,4,4,0,7,1,0,0,0,0,0,-1,-1,-1,-1,http://www.odmplumbing.com.au/minn/pin.php,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,223,5,254,42000,http://www.eurosandow.com/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,206,10,24,-1,http://www.viniportugal.com/,0
66,7,0,0,33,4,20,4,4,0,9,4.25,9,7,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://ns1.unlimited.com.ng/~hecsms/templates/system/images/U%23.@S%23...,1
54,5,1,0,4,1,20,2,1,0,16,9.5,2,2,0,30,4,0,0,0,0,0,43,4,514,-1,http://accenttechnosoft.com/22/UpdateSecurityQuestions.htm...,1
22,3,0,0,1,0,9,3,0,0,4,2.333333333,0,0,0,12,1,0,0,0,0,0,-1,-1,-1,-1,http://b.1339.cf/yjkkhgq.html,1
47,3,0,0,26,3,19,3,3,0,11,5.666666667,9,7.333333333,0,2,0,0,0,0,0,0,205,11,15,-1,http://www.winecommune.com/stores/index.cfm/storeID/42,0
66,5,0,0,40,2,18,3,2,0,10,5.333333333,32,18.5,0,8,3,0,0,0,0,0,5,7,62,-1,http://www.top10filmy.com/index/233c2d9b5768b4676472c4fe0a18cc3d/9f18d...,1
19,3,0,0,1,0,18,4,0,0,7,3.75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.flowers.com.hk/,0
53,3,0,0,20,2,18,3,2,0,7,5.333333333,11,8.5,0,15,1,0,0,0,0,0,263,1,269,-1,http://members.tripod.com/~Paul_Kirby/vector/VectorLand.html,0
58,6,0,0,32,4,12,3,4,0,5,3.333333333,10,6.75,0,14,4,0,0,0,0,0,90,6,-1,-1,http://www.kpvrb.ru/components/com_auto/views/ells/indexxx.htm...,1
66,8,0,0,41,3,18,3,3,0,10,5.333333333,24,12.33333333,0,7,4,0,0,0,0,0,32,4,264,-1,http://www.tobeathome.biz/modules/mod_op/das.acesso.sistema191050/gs.p...,1
66,5,0,0,44,2,19,3,2,0,12,5.666666667,32,20.5,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://concordphysi.com.au/fimeadobe/ff7c35df9edda3c65e342003095e4fa2/...,1
52,5,0,0,21,3,28,3,3,0,21,8.666666667,8,5.666666667,0,3,3,0,0,0,0,0,-1,6,-1,-1,http://www.srirajeshwaribuilders.in/webadmin/images/css/...,1
15,1,0,0,1,0,14,2,0,0,10,6.5,0,0,0,0,0,0,0,0,0,0,154,14,3,-1,http://chawlaband.com/,0
58,4,1,0,40,4,15,2,4,0,12,7,20,8.75,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://viamonastero.be/update/e187ecaece68facb9653/mpp/update/...,1
20,1,0,0,1,0,11,2,0,0,7,5,0,0,0,8,0,0,0,0,0,0,5,7,143,1,http://sinsona.com/WhatsApp,1
65,9,1,0,29,3,23,4,3,0,12,5,17,8.333333333,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://www.buffetjolene.com.br/mail/mail/login.alibaba.com/login.html...,1
66,8,0,0,1,0,35,4,0,0,18,8,0,0,0,30,5,2,0,0,0,0,161,-1,3838,-1,http://www.przychodniawilczak.bydgoszcz.pl/auth.inet.ent_Logon-redirec...,1
36,1,0,0,21,3,10,2,3,0,7,4.5,7,5.666666667,0,5,0,0,0,0,0,0,-1,5,-1,3800001,http://oxyflow.in/admin/image/gallery/Drpbx,1
36,3,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,11,1,0,0,0,0,0,61,23,83,-1,http://www.dionisgmskincare.com/Default.asp,0
16,2,0,0,1,0,7,2,0,0,4,3,0,0,0,8,1,0,0,0,0,0,70,2,740,-1,http://smbk.pl/mail.php,1
16,2,0,0,1,0,15,3,0,0,8,4.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.inovator.si/,0
66,4,0,0,28,3,14,2,3,0,10,6.5,11,8,0,24,3,0,0,0,0,0,51,9,107,28037,http://autohausnc.com/wp-includes/images/smilies/c6443d12a527b3991b546...,1
17,3,0,0,1,0,16,4,0,0,5,3.25,0,0,0,0,0,0,0,0,0,0,-1,7,-1,382010,http://www.gswan.gov.in/,0
30,3,0,0,1,0,29,4,0,0,19,6.5,0,0,0,0,0,0,0,0,0,0,41,7,520,-1,https://www.floralcraftsupplies.co.uk/,0
36,2,0,0,7,1,19,3,1,0,12,5.666666667,5,5,0,10,0,0,0,0,0,0,-1,-1,-1,-1,http://qualyprintbh.com.br/feeds/formulario,1
32,3,0,0,1,0,31,4,0,0,21,7,0,0,0,0,0,0,0,0,0,0,238,2,642,-1,http://www.officiallondontheatre.co.uk/,0
31,2,0,1,7,1,14,3,1,0,7,4,5,5,0,10,0,0,0,0,0,0,-1,-1,-1,-1,http://www.rael-sp.si/files/wetransfer,1
31,2,0,0,1,0,30,3,0,0,22,9.333333333,0,0,0,0,0,0,0,0,0,0,201,39,1890,-1,http://www.japanesegreenteaonline.com/,0
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,210,54,222,101210701,http://www.sigplan.org/,0
66,6,0,0,9,2,29,4,2,0,18,6.5,3,3,0,28,3,0,0,0,0,0,-1,-1,-1,-1,http://www.marigoldrestaurant.com.au/css/zdx/23ab0db1c4b39c289fdbfb5ce...,1
24,2,0,0,1,0,23,3,0,0,10,7,0,0,0,0,0,0,0,0,0,0,192,11,46,94043,http://zachschauf.blogspot.com/,0
66,5,0,0,9,1,25,3,1,0,17,7.666666667,7,7,0,32,3,0,0,0,0,0,36,12,8,-1,http://www.leighgphotography.com/SERVICE/edani82ldbuizbt4gbugw2i3ls22p...,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,208,8,193,-1,http://www.cotneypeak.com/,0
66,5,0,0,14,2,18,2,2,0,14,8.5,8,5.5,0,34,3,0,0,0,0,0,37,59,36,-1,http://hotelabhashree.com/img/icon.png/8b79d7cbfe815fdaa67122cd3e5c3d3...,1
66,7,0,0,26,4,32,4,4,0,21,7.25,11,5.25,0,8,4,0,0,0,0,0,-1,-1,-1,-1,http://www.preamargestaocosteira.com.br/wp-includes/js/jquery/ui/www.u...,1
56,5,0,0,29,1,24,3,1,0,17,7.333333333,27,27,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://ambcleanambiental.com.br/wwalmmsndersbbasnerdsmmlerd/...,1
47,2,0,0,28,3,14,3,3,0,6,4,17,8,0,5,0,0,0,0,0,0,62,10,55,60101001,http://www.espnfc.com/club/manchester-united/360/index,0
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,124,8,127,49100,http://www.ellia.org/,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,199,10,885,-1,http://www.apotoftea.com/,0
55,4,0,0,20,2,16,4,2,0,6,3.25,9,8.5,0,19,1,1,0,0,0,0,-1,-1,-1,-1,http://cgm.cs.mcgill.ca/~godfried/teaching/algorithms-web.html,0
46,6,1,0,16,2,27,4,2,0,16,6,7,6.5,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.buysaffrononline.com.au/dropbox/update/...,1
29,3,0,0,1,0,18,3,0,0,11,5.333333333,0,0,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://warning2056.esy.es/indexx.htm,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,120,36,820,-1,http://www.vibranture.com/,0
